b,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
0.1,3.2303230323032297,7.850785078507853,28.492849284928493
0.1285714285714286,3.2303230323032297,7.940794079407942,28.032803280328036
0.15714285714285714,3.2303230323032297,7.940794079407942,27.52275227522752
0.18571428571428572,3.2303230323032297,8.000800080008,27.092709270927095
0.2142857142857143,3.2303230323032297,8.030803080308031,26.642664266426646
0.24285714285714285,3.2403240324032394,8.04080408040804,26.192619261926197
0.27142857142857146,3.2403240324032394,8.050805080508052,25.77257725772577
0.3,3.2403240324032394,8.16081608160816,25.432543254325434
0.32857142857142857,3.2403240324032394,8.170817081708172,25.042504250425043
0.3571428571428571,3.2403240324032394,8.190819081908192,24.662466246624668
0.3857142857142857,3.250325032503251,8.2008200820082,24.302430243024308
0.41428571428571426,3.250325032503251,8.220822082208219,23.952395239523952
0.44285714285714284,3.250325032503251,8.190819081908192,23.6023602360236
0.4714285714285714,3.250325032503251,8.210821082108211,23.282328232823286
0.5,3.250325032503251,8.23082308230823,22.972297229722976
0.5285714285714286,3.2603260326032606,8.24082408240824,22.67226722672267
0.5571428571428572,3.2603260326032606,8.270827082708271,22.372237223722372
0.5857142857142857,3.2603260326032606,8.320832083208321,22.12221222122212
0.6142857142857142,3.2703270327032703,8.340834083408343,21.85218521852185
0.6428571428571428,3.2703270327032703,8.450845084508451,21.632163216321636
0.6714285714285714,3.2703270327032703,8.460846084608463,21.372137213721373
0.7,3.2703270327032703,8.47084708470847,21.112111211121114
0.7285714285714285,3.2603260326032606,8.400840084008403,20.822082208220824
0.7571428571428571,3.2603260326032606,8.43084308430843,20.592059205920595
0.7857142857142857,3.2703270327032703,8.450845084508451,20.372037203720375
0.8142857142857143,3.2703270327032703,8.480848084808482,20.162016201620165
0.8428571428571429,3.2703270327032703,8.59085908590859,19.981998199819984
0.8714285714285713,3.2703270327032703,8.61086108610861,19.761976197619763
0.8999999999999999,3.28032803280328,8.620862086208623,19.55195519551955
0.9285714285714285,3.28032803280328,8.6008600860086,19.351935193519356
0.9571428571428571,3.28032803280328,8.65086508650865,19.161916191619166
0.9857142857142857,3.3003300330032994,8.660866086608662,18.981898189818985
1.0142857142857142,3.3003300330032994,8.680868086808681,18.801880188018803
1.042857142857143,3.310331033103311,8.69086908690869,18.62186218621862
1.0714285714285714,3.310331033103311,8.760876087608759,18.45184518451845
1.1,3.310331033103311,8.780878087808782,18.281828182818284
1.1285714285714286,3.3003300330032994,8.82088208820882,18.12181218121812
1.1571428571428573,3.3003300330032994,8.830883088308832,17.951795179517955
1.1857142857142857,3.3003300330032994,8.790879087908793,17.78177817781778
1.2142857142857144,3.3203320332033206,8.87088708870887,17.651765176517657
1.2428571428571429,3.3203320332033206,8.910891089108912,17.511751175117514
1.2714285714285716,3.3203320332033206,8.940894089408943,17.36173617361736
1.3,3.3203320332033206,8.960896089608962,17.221722172217223
1.3285714285714285,3.310331033103311,8.920892089208921,17.06170617061706
1.3571428571428572,3.310331033103311,8.93089308930893,16.921692169216925
1.3857142857142857,3.310331033103311,8.990899089908991,16.79167916791679
1.4142857142857144,3.3303330333033303,9.1009100910091,16.681668166816685
1.4428571428571428,3.3303330333033303,9.13091309130913,16.551655165516554
1.4714285714285715,3.3203320332033206,9.150915091509152,16.43164316431643
1.5,3.3203320332033206,9.180918091809183,16.31163116311631
