epsilon,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
0.01,0.0,100.0,0.0
0.013877551020408163,0.0,100.0,0.0
0.017755102040816328,0.0,100.0,0.0
0.021632653061224492,0.0,100.0,0.0
0.025510204081632654,0.0,100.0,0.0
0.029387755102040815,0.0,100.0,0.0
0.03326530612244898,0.0,100.0,0.0
0.037142857142857144,0.0,100.0,0.0
0.041020408163265305,0.0,100.0,0.0
0.04489795918367347,0.0,100.0,0.0
0.048775510204081635,0.0,100.0,0.0
0.052653061224489796,0.0,100.0,0.0
0.056530612244897964,0.0,100.0,0.0
0.060408163265306125,0.0,100.0,0.0
0.06428571428571428,0.23002300230022854,0.1600160016001606,84.83848384838484
0.06816326530612245,0.8800880088008807,0.54005400540054,84.47844784478448
0.07204081632653062,1.3601360136013607,0.6100610061006098,84.49844984498449
0.07591836734693877,2.0002000200019996,0.6000600060006,84.40844084408441
0.07979591836734694,2.3902390239023905,0.6700670067006698,84.43844384438444
0.08367346938775509,2.3302330233023287,1.230123012301231,84.42844284428443
0.08755102040816326,2.29022902290229,1.6001600160016007,84.47844784478448
0.09142857142857143,2.2402240224022396,1.9701970197019705,84.47844784478448
0.09530612244897958,2.2102210221022087,2.2902290229022917,84.50845084508451
0.09918367346938775,2.16021602160216,2.5102510251025105,84.61846184618462
0.10306122448979592,2.16021602160216,2.6302630263026288,84.6984698469847
0.10693877551020407,2.1202120212021196,2.9002900290028997,84.70847084708471
0.11081632653061224,2.0702070207020693,3.210321032103211,84.67846784678468
0.11469387755102041,2.04020402040204,3.370337033703372,84.74847484748474
0.11857142857142856,2.0202020202020208,3.5403540354035403,84.78847884788479
0.12244897959183673,1.9901990199019917,3.73037303730373,84.78847884788479
0.1263265306122449,1.9701970197019705,3.85038503850385,84.84848484848484
0.13020408163265307,1.9401940194019414,4.04040404040404,84.82848284828484
0.13408163265306122,1.9301930193019299,4.050405040504051,84.96849684968497
0.1379591836734694,1.9001900190019008,4.14041404140414,85.02850285028502
0.14183673469387756,1.8701870187018699,4.240424042404241,85.08850885088509
0.1457142857142857,1.8601860186018602,4.170417041704171,85.28852885288529
0.1495918367346939,1.8401840184018408,4.09040904090409,85.4885488548855
0.15346938775510205,1.8101810181018099,4.050405040504051,85.63856385638564
0.1573469387755102,1.7901790179017905,4.02040204020402,85.77857785778578
0.16122448979591839,1.7601760176017613,3.9803980398039798,85.91859185918592
0.16510204081632654,1.7501750175017499,3.9303930393039312,86.06860686068606
0.1689795918367347,1.7401740174017402,3.8603860386038598,86.21862186218621
0.17285714285714288,1.7101710171017093,3.8403840384038403,86.32863286328633
0.17673469387755103,1.6901690169016899,3.7703770377037706,86.51865186518651
0.18061224489795918,1.6701670167016704,3.73037303730373,86.62866286628663
0.18448979591836737,1.6601660166016607,3.6803680368036797,86.75867586758676
0.18836734693877552,1.650165016501651,3.640364036403639,86.85868586858686
0.19224489795918367,1.6301630163016307,3.5703570357035694,87.04870487048704
0.19612244897959186,1.6301630163016307,3.5403540354035403,87.12871287128712
0.2,1.6101610161016104,3.5103510351035094,87.21872187218722
