v_reposo,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
-1.0,1.3601360136013603,13.231323132313232,84.22842284228423
-0.9591836734693877,4.470447044704471,10.111011101110112,84.20842084208421
-0.9183673469387755,4.27042704270427,10.121012101210122,84.36843684368436
-0.8775510204081632,4.53045304530453,9.730973097309732,84.45844584458446
-0.8367346938775511,4.44044404440444,9.88098809880988,84.34843484348434
-0.7959183673469388,4.5004500450045,9.770977097709771,84.35843584358436
-0.7551020408163265,4.540454045404541,9.69096909690969,84.35843584358436
-0.7142857142857143,4.180418041804181,9.940994099409941,84.40844084408441
-0.6734693877551021,4.310431043104311,9.76097609760976,84.40844084408441
-0.6326530612244898,4.29042904290429,9.650965096509651,84.47844784478448
-0.5918367346938775,4.390439043904391,9.460946094609461,84.49844984498449
-0.5510204081632654,4.370437043704371,9.43094309430943,84.46844684468446
-0.5102040816326531,3.9803980398039807,9.570957095709572,84.62846284628463
-0.4693877551020409,4.130413041304131,9.260926092609262,84.68846884688469
-0.4285714285714286,4.000400040004001,9.3009300930093,84.64846484648464
-0.3877551020408164,4.010401040104011,9.110911091109113,84.68846884688469
-0.34693877551020413,3.810381038103811,9.19091909190919,84.61846184618462
-0.30612244897959184,3.67036703670367,9.040904090409043,84.68846884688469
-0.26530612244897966,3.4103410341034106,8.960896089608962,84.72847284728473
-0.22448979591836737,3.14031403140314,8.840884088408842,84.70847084708471
-0.1836734693877552,2.67026702670267,8.790879087908792,84.60846084608461
-0.1428571428571429,1.8401840184018408,8.450845084508451,84.72847284728473
-0.10204081632653073,1.8601860186018602,8.090809080908091,84.67846784678468
-0.061224489795918435,1.8901890189018902,7.670767076707672,84.57845784578458
-0.020408163265306145,1.890189018901891,7.300730073007301,84.57845784578458
0.020408163265306145,1.9101910191019096,7.010701070107011,84.58845884588459
0.06122448979591821,1.9201920192019202,6.830683068306831,84.52845284528453
0.1020408163265305,1.9501950195019502,6.600660066006601,84.63846384638464
0.1428571428571428,2.0002000200020005,6.360636063606361,84.58845884588459
0.18367346938775508,2.0102010201020093,6.170617061706171,84.63846384638464
0.22448979591836715,2.0302030203020314,5.91059105910591,84.58845884588459
0.26530612244897944,2.0602060206020614,5.61056105610561,84.70847084708471
0.30612244897959173,2.0902090209020905,5.440544054405441,84.62846284628463
0.346938775510204,2.1302130213021293,5.140514051405141,84.59845984598459
0.3877551020408163,2.17021702170217,4.780478047804781,84.65846584658466
0.4285714285714284,2.200220022002201,4.51045104510451,84.59845984598459
0.46938775510204067,2.23022302230223,4.050405040504051,84.68846884688469
0.510204081632653,2.2702270227022705,3.7103710371037106,84.56845684568457
0.5510204081632653,2.3002300230023014,3.340334033403339,84.52845284528453
0.5918367346938773,2.3302330233023305,2.740274027402741,84.60846084608461
0.6326530612244896,2.34023402340234,2.370237023702371,84.45844584458446
0.6734693877551019,2.3602360236023614,1.780178017801779,84.46844684468446
0.7142857142857142,2.380238023802379,1.1301130113011304,84.52845284528453
0.7551020408163265,2.380238023802379,0.6400640064006407,84.41844184418441
0.7959183673469385,1.710171017101711,0.28002800280027884,84.76847684768477
0.8367346938775508,1.2701270127012698,0.6500650065006504,84.37843784378438
0.8775510204081631,0.0,0.12001200120012001,14.221422142214221
0.9183673469387754,0.0,0.16001600160016002,14.691469146914692
0.9591836734693877,0.0,0.18001800180018002,99.81998199819982
1.0,0.0,0.21002100210021002,99.7899789978998
